,CommName,SpeciesCatName,SciName,CommGroup
57686,Roving coralgrouper,Miscellaneous coastal fishes,Plectropomus pessuliferus,
57749,Rusty jobfish,Miscellaneous coastal fishes,Aphareus rutilans,
57812,Sabre squirrelfish,Miscellaneous coastal fishes,Sargocentron spiniferum,
57938,Sharpnose stingray,"Sharks, rays, chimaeras",Himantura gerrardi,
58001,Silver grunt,Miscellaneous coastal fishes,Pomadasys argenteus,
58064,Silver sillago,Miscellaneous coastal fishes,Sillago sihama,
58127,Sky emperor,Miscellaneous coastal fishes,Lethrinus mahsena,
58190,Slender silver-biddy,Miscellaneous coastal fishes,Gerres oblongus,
58253,Smallscaled grouper,Miscellaneous coastal fishes,Epinephelus polylepis,
58316,Smalltooth emperor,Miscellaneous coastal fishes,Lethrinus microdon,
58442,Snubnose emperor,Miscellaneous coastal fishes,Lethrinus borbonicus,
58505,Sobaity seabream,Miscellaneous coastal fishes,Sparidentex hasta,
58568,Sohal surgeonfish,Miscellaneous coastal fishes,Acanthurus sohal,
58631,Spangled emperor,Miscellaneous coastal fishes,Lethrinus nebulosus,
58820,Spotfin flathead,Miscellaneous coastal fishes,Grammoplites suppositus,
58883,Squaretail coralgrouper,Miscellaneous coastal fishes,Plectropomus areolatus,
59009,Summan grouper,Miscellaneous coastal fishes,Epinephelus summana,
59135,Thumbprint emperor,Miscellaneous coastal fishes,Lethrinus harak,
59198,Trout sweetlips,Miscellaneous coastal fishes,Plectorhinchus pictus,
59261,Two-spot red snapper,Miscellaneous coastal fishes,Lutjanus bohar,
59324,Twobar seabream,Miscellaneous coastal fishes,Acanthopagrus bifasciatus,
59450,White-blotched grouper,Miscellaneous coastal fishes,Epinephelus multinotatus,
59639,Yellow-edged lyretail,Miscellaneous coastal fishes,Variola louti,
59702,Yellowbar angelfish,Miscellaneous coastal fishes,Pomacanthus maculosus,
59765,Yellowfin hind,Miscellaneous coastal fishes,Cephalopholis hemistiktos,
59828,Yellowfin seabream,Miscellaneous coastal fishes,Acanthopagrus latus,
59891,Yellowlip emperor,Miscellaneous coastal fishes,Lethrinus xanthochilus,
59954,Yellowstripe goatfish,Miscellaneous coastal fishes,Mulloidichthys flavolineatus,
60080,Atlantic emperor,Miscellaneous coastal fishes,Lethrinus atlanticus,
60143,Bearded brotula,Miscellaneous demersal fishes,Brotula barbata,
60332,Bobo croaker,Miscellaneous coastal fishes,Pseudotolithus elongatus,
60521,Bonefish,Miscellaneous coastal fishes,Albula vulpes,
60647,Cassava croaker,Miscellaneous coastal fishes,Pseudotolithus senegalensis,
61693,Guinean striped mojarra,Miscellaneous coastal fishes,Gerres nigri,
63749,Spotted seabass,Miscellaneous coastal fishes,Dicentrarchus punctatus,
63875,Tilapias nei,Tilapias and other cichlids,Oreochromis (=Tilapia) spp,
64064,Volutes nei,"Abalones, winkles, conchs",Cymbium spp,
64915,Flathead grey mullet,Miscellaneous coastal fishes,Mugil cephalus,
65256,Saddled seabream,Miscellaneous coastal fishes,Oblada melanura,
65533,Black teatfish,Sea-urchins and other echinoderms,Holothuria nobilis,
65722,Goatfishes,Miscellaneous coastal fishes,Upeneus spp,
65949,Prickly redfish,Sea-urchins and other echinoderms,Thelenota ananas,
66496,White teatfish,Sea-urchins and other echinoderms,Holothuria fuscogilva,
67051,Dungat grouper,Miscellaneous coastal fishes,Epinephelus goreensis,
67352,Law croaker,Miscellaneous coastal fishes,Pseudotolithus senegallus,
69766,Ponyfishes(=Slipmouths),Miscellaneous coastal fishes,Leiognathus spp,
71522,Spottail mantis squillid,Miscellaneous marine crustaceans,Squilla mantis,
71823,Blacklip abalone,"Abalones, winkles, conchs",Haliotis rubra,
72101,Cephalopods nei,"Squids, cuttlefishes, octopuses",Cephalopoda,
72290,Black musselcracker,Miscellaneous coastal fishes,Cymatoceps nasutus,
72542,Beluga,"Sturgeons, paddlefishes",Huso huso,
72660,Canary drum(=Baardman),Miscellaneous coastal fishes,Umbrina canariensis,
72723,Cape Hope squid,"Squids, cuttlefishes, octopuses",Loligo reynaudii,
72786,Cape bonnetmouth,Miscellaneous demersal fishes,Emmelichthys nitidus,
72849,Cape elephantfish,"Sharks, rays, chimaeras",Callorhinchus capensis,
72912,Cape gurnard,Miscellaneous demersal fishes,Chelidonichthys capensis,
72975,Cape rock lobster,"Lobsters, spiny-rock lobsters",Jasus lalandii,
73038,Carpenter seabream,Miscellaneous coastal fishes,Argyrozona argyrozona,
73101,Chaceon geryons nei,"Crabs, sea-spiders",Chaceon spp,
73279,Daggerhead breams nei,Miscellaneous coastal fishes,Chrysoblephus spp,
73594,Geelbek croaker,Miscellaneous coastal fishes,Atractoscion aequidens,
73948,Hector's lanternfish,Miscellaneous demersal fishes,Lampanyctodes hectoris,
74325,Mozambique lobster,"Lobsters, spiny-rock lobsters",Metanephrops mozambicus,
74378,Mud sole,"Flounders, halibuts, soles",Austroglossus pectoralis,
74504,Natal spiny lobster,"Lobsters, spiny-rock lobsters",Palinurus delagoae,
74693,Orange roughy,Miscellaneous demersal fishes,Hoplostethus atlanticus,
74756,Panga seabream,Miscellaneous coastal fishes,Pterogymnus laniarius,
74989,Perlemoen abalone,"Abalones, winkles, conchs",Haliotis midae,
75241,Red steenbras,Miscellaneous coastal fishes,Petrus rupestris,
75304,Santer seabream,Miscellaneous coastal fishes,Cheimerius nufar,
75936,Smooth-hound,"Sharks, rays, chimaeras",Mustelus mustelus,
75999,"Snake mackerels, escolars nei",Miscellaneous demersal fishes,Gempylidae,
76349,Southern meagre(=Mulloway),Miscellaneous coastal fishes,Argyrosomus hololepidotus,
76475,Southern spiny lobster,"Lobsters, spiny-rock lobsters",Palinurus gilchristi,
76790,West coast sole,"Flounders, halibuts, soles",Austroglossus microlepis,
76838,White steenbras,Miscellaneous coastal fishes,Lithognathus lithognathus,
76888,White stumpnose,Miscellaneous coastal fishes,Rhabdosargus globiceps,
77392,Aquatic invertebrates nei,Miscellaneous aquatic invertebrates,Invertebrata,
77970,Barnacle,Miscellaneous marine crustaceans,Pollicipes pollicipes,
79876,"Catsharks, nursehounds nei","Sharks, rays, chimaeras",Scyliorhinus spp,
80317,Comber,Miscellaneous coastal fishes,Serranus cabrilla,
80443,Common dab,"Flounders, halibuts, soles",Limanda limanda,
80998,Common periwinkle,"Abalones, winkles, conchs",Littorina littorea,
81425,Common spiny lobster,"Lobsters, spiny-rock lobsters",Palinurus elephas,
83598,European flat oyster,Oysters,Ostrea edulis,
83771,European flying squid,"Squids, cuttlefishes, octopuses",Todarodes sagittatus,
85044,Great Atlantic scallop,"Scallops, pectens",Pecten maximus,
86420,Lanternsharks nei,"Sharks, rays, chimaeras",Etmopterus spp,
86654,Lemon sole,"Flounders, halibuts, soles",Microstomus kitt,
86839,Longfin squid,"Squids, cuttlefishes, octopuses",Loligo pealeii,
86876,Longtail Southern cod,Miscellaneous demersal fishes,Patagonotothen ramsayi,
87732,Mediterranean mussel,Mussels,Mytilus galloprovincialis,
87795,Mediterranean shore crab,"Crabs, sea-spiders",Carcinus aestuarii,
87858,Megrim,"Flounders, halibuts, soles",Lepidorhombus whiffiagonis,
87984,Megrims nei,"Flounders, halibuts, soles",Lepidorhombus spp,
89924,Leaping mullet,Miscellaneous coastal fishes,Liza saliens,
90239,Periwinkles nei,"Abalones, winkles, conchs",Littorina spp,
91479,"Razor clams, knife clams nei","Clams, cockles, arkshells",Solenidae,
91541,Red bandfish,Miscellaneous demersal fishes,Cepola macrophthalma,
91604,Red mullet,Miscellaneous coastal fishes,Mullus barbatus,
94350,Silky shark,"Sharks, rays, chimaeras",Carcharhinus falciformis,
94539,Slimeheads nei,Miscellaneous demersal fishes,Trachichthyidae,
94602,Small-spotted catshark,"Sharks, rays, chimaeras",Scyliorhinus canicula,
95295,Striped red shrimp,"Shrimps, prawns",Aristeus varidens,
96154,Velvet belly,"Sharks, rays, chimaeras",Etmopterus spinax,
96406,West African geryon,"Crabs, sea-spiders",Chaceon maritae,
97514,Oceanic whitetip shark,"Sharks, rays, chimaeras",Carcharhinus longimanus,
97892,Thresher sharks nei,"Sharks, rays, chimaeras",Alopias spp,
98076,American lobster,"Lobsters, spiny-rock lobsters",Homarus americanus,
98134,American sea scallop,"Scallops, pectens",Placopecten magellanicus,
98426,Iceland scallop,"Scallops, pectens",Chlamys islandica,
98724,Queen crab,"Crabs, sea-spiders",Chionoecetes opilio,
99708,Chars nei,"Salmons, trouts, smelts",Salvelinus spp,
100137,European whitefish,"Salmons, trouts, smelts",Coregonus lavaretus,
100385,Grey gurnard,Miscellaneous demersal fishes,Eutrigla gurnardus,
101267,Vendace,"Salmons, trouts, smelts",Coregonus albula,
102833,Blackhead seabream,Miscellaneous coastal fishes,Acanthopagrus schlegeli,
102896,Blackmouth croaker,Miscellaneous coastal fishes,Atrobucca nibe,
103063,Bluefin gurnard,Miscellaneous demersal fishes,Chelidonichthys kumu,
103157,Chinese gizzard shad,Shads,Clupanodon thrissa,
103655,Daggertooth pike conger,Miscellaneous demersal fishes,Muraenesox cinereus,
103772,Filefishes nei,Miscellaneous coastal fishes,Cantherhines (=Navodon) spp,
104213,Golden threadfin bream,Miscellaneous coastal fishes,Nemipterus virgatus,
104528,Japanese carpet shell,"Clams, cockles, arkshells",Ruditapes philippinarum,
104574,Japanese fan lobster,"Lobsters, spiny-rock lobsters",Ibacus ciliatus,
104637,Japanese flying squid,"Squids, cuttlefishes, octopuses",Todarodes pacificus,
104691,Japanese hard clam,"Clams, cockles, arkshells",Meretrix lusoria,
104930,Longlegged spiny lobster,"Lobsters, spiny-rock lobsters",Panulirus longipes,
105549,Pacific rudderfish,Miscellaneous demersal fishes,Psenopsis anomala,
105801,Red bigeye,Miscellaneous coastal fishes,Priacanthus macracanthus,
106156,Sevenstar flying squid,"Squids, cuttlefishes, octopuses",Martialia hyadesi,
106943,Silver croaker,Miscellaneous coastal fishes,Pennahia argentata,
107006,Silver seabream,Miscellaneous coastal fishes,Pagrus auratus,
107321,Wellington flying squid,"Squids, cuttlefishes, octopuses",Nototodarus sloanii,
107378,Yellow croaker,Miscellaneous coastal fishes,Larimichthys polyactis,
107693,Indian halibut,"Flounders, halibuts, soles",Psettodes erumei,
109211,Bigfin reef squid,"Squids, cuttlefishes, octopuses",Sepioteuthis lessoniana,
110294,Eeltail catfishes,Miscellaneous coastal fishes,Plotosus spp,
111101,Horse mussels nei,Mussels,Modiolus spp,
112217,Monocle breams,Miscellaneous coastal fishes,Scolopsis spp,
113853,Stomatopods nei,Miscellaneous marine crustaceans,Stomatopoda,
116172,Sompat grunt,Miscellaneous coastal fishes,Pomadasys jubelini,
116861,Blacktip shark,"Sharks, rays, chimaeras",Carcharhinus limbatus,
117678,Angelshark,"Sharks, rays, chimaeras",Squatina squatina,
119569,Horned and musky octopuses,"Squids, cuttlefishes, octopuses",Eledone spp,
120919,Shi drum,Miscellaneous coastal fishes,Umbrina cirrosa,
121520,Brown meagre,Miscellaneous coastal fishes,Sciaena umbra,
122465,Great Mediterranean scallop,"Scallops, pectens",Pecten jacobaeus,
125864,"Bonnetmouths, rubyfishes nei",Miscellaneous demersal fishes,Emmelichthyidae,
126102,Danube sturgeon(=Osetr),"Sturgeons, paddlefishes",Acipenser gueldenstaedtii,
127477,Pelagic armourhead,Miscellaneous demersal fishes,Pseudopentaceros richardsoni,
127941,"Ruffs, barrelfishes nei",Miscellaneous demersal fishes,Centrolophidae,
128339,So-iuy mullet,Miscellaneous coastal fishes,Mugil soiuy,
128402,Starry sturgeon,"Sturgeons, paddlefishes",Acipenser stellatus,
128847,Antarctic silverfish,Miscellaneous coastal fishes,Pleuragramma antarcticum,
128887,American cupped oyster,Oysters,Crassostrea virginica,
128988,Atka mackerel,Miscellaneous coastal fishes,Pleurogrammus monopterygius,
129295,American shad,Shads,Alosa sapidissima,
129457,Arrow-tooth flounder,"Flounders, halibuts, soles",Atheresthes stomias,
130265,Atlantic rock crab,"Crabs, sea-spiders",Cancer irroratus,
130561,Eelpout,Miscellaneous coastal fishes,Zoarces viviparus,
130845,Atlantic surf clam,"Clams, cockles, arkshells",Spisula solidissima,
131238,Greenland halibut,"Flounders, halibuts, soles",Reinhardtius hippoglossoides,
131292,Grey rockcod,Miscellaneous coastal fishes,Notothenia squamifrons,
132047,Lanternfishes nei,Miscellaneous demersal fishes,Myctophidae,
132564,Butter clam,"Clams, cockles, arkshells",Saxidomus giganteus,
133238,Ocean pout,Miscellaneous coastal fishes,Macrozoarces americanus,
133378,Oreo dories nei,Miscellaneous demersal fishes,Oreosomatidae,
133660,Dungeness crab,"Crabs, sea-spiders",Cancer magister,
133723,Pandalus shrimps nei,"Shrimps, prawns",Pandalus spp,
133761,Patagonian rockcod,Miscellaneous demersal fishes,Patagonotothen brevicauda,
133886,Eulachon,"Salmons, trouts, smelts",Thaleichthys pacificus,
134017,Porgies,Miscellaneous coastal fishes,Calamus spp,
135304,Slender armorhead,Miscellaneous demersal fishes,Pseudopentaceros wheeleri,
135547,Lingcod,Miscellaneous coastal fishes,Ophiodon elongatus,
135610,Southeast Atlantic soles nei,"Flounders, halibuts, soles",Austroglossus spp,
136401,Winter flounder,"Flounders, halibuts, soles",Pseudopleuronectes americanus,
138238,Northern quahog(=Hard clam),"Clams, cockles, arkshells",Mercenaria mercenaria,
138552,Ocean quahog,"Clams, cockles, arkshells",Arctica islandica,
139453,Pacific geoduck,"Clams, cockles, arkshells",Panopea abrupta,
140195,"Craylets, squat lobsters","King crabs, squat-lobsters",Galatheidae,
140321,Deep-sea red crab,"Crabs, sea-spiders",Chaceon affinis,
143757,Queen scallop,"Scallops, pectens",Aequipecten opercularis,
143820,Rabbit fish,"Sharks, rays, chimaeras",Chimaera monstrosa,
144392,Sand gaper,"Clams, cockles, arkshells",Mya arenaria,
145574,Whelk,"Abalones, winkles, conchs",Buccinum undatum,
146326,American conger,Miscellaneous demersal fishes,Conger oceanicus,
146853,Atl.jackknife(=Atl.razor clam),"Clams, cockles, arkshells",Ensis directus,
146916,Atlantic bay scallop,"Scallops, pectens",Argopecten irradians,
147103,Atlantic croaker,Miscellaneous coastal fishes,Micropogonias undulatus,
147159,Stimpson's surf clam,"Clams, cockles, arkshells",Spisula polynyma,
147222,Atlantic puffers nei,Miscellaneous coastal fishes,Sphoeroides spp,
147474,Striped bass,Miscellaneous diadromous fishes,Morone saxatilis,
147692,Basket cockle,"Clams, cockles, arkshells",Clinocardium nuttallii,
147927,Black driftfish,Miscellaneous demersal fishes,Hyperoglyphe bythites,
148116,Surf smelt,"Salmons, trouts, smelts",Hypomesus pretiosus,
148163,Black seabass,Miscellaneous coastal fishes,Centropristis striata,
148181,Black stone crab,"Crabs, sea-spiders",Menippe mercenaria,
148307,Blood ark,"Clams, cockles, arkshells",Anadara ovalis,
148473,Blue mud shrimp,"Lobsters, spiny-rock lobsters",Upogebia pugettensis,
148599,Brine shrimp,Miscellaneous marine crustaceans,Artemia salina,
148725,Brown smooth-hound,"Sharks, rays, chimaeras",Mustelus henlei,
148847,Calico scallop,"Scallops, pectens",Argopecten gibbus,
148893,California flounder,"Flounders, halibuts, soles",Paralichthys californicus,
149082,California sheephead,Miscellaneous coastal fishes,Semicossyphus pulcher,
149334,Chilipepper rockfish,Miscellaneous demersal fishes,Sebastes goodei,
149458,Whelks,"Abalones, winkles, conchs",Busycon spp,
150076,Crangonid shrimps nei,"Shrimps, prawns",Crangonidae,
150202,Cunner,Miscellaneous coastal fishes,Tautogolabrus adspersus,
150754,Dusky shark,"Sharks, rays, chimaeras",Carcharhinus obscurus,
150808,Dusky smooth-hound,"Sharks, rays, chimaeras",Mustelus canis,
150997,English sole,"Flounders, halibuts, soles",Pleuronectes vetulus,
151060,Escolar,Miscellaneous demersal fishes,Lepidocybium flavobrunneum,
151813,Ghost shrimps nei,"Lobsters, spiny-rock lobsters",Callianassa spp,
151876,Giant seabass,Miscellaneous coastal fishes,Stereolepis gigas,
152002,Golden deepsea crab,"Crabs, sea-spiders",Chaceon fenneri,
152128,Green jobfish,Miscellaneous coastal fishes,Aprion virescens,
152191,Grey snapper,Miscellaneous coastal fishes,Lutjanus griseus,
152254,Grey tilefish,Miscellaneous demersal fishes,Caulolatilus microps,
152568,Gulf kingcroaker,Miscellaneous coastal fishes,Menticirrhus littoralis,
152694,Hagfishes nei,Miscellaneous coastal fishes,Myxinidae,
152820,Horseshoe crab,Horseshoe crabs and other arachnoids,Limulus polyphemus,
152990,Jonah crab,"Crabs, sea-spiders",Cancer borealis,
153116,King crabs,"King crabs, squat-lobsters",Paralithodes spp,
153368,Longfin mako,"Sharks, rays, chimaeras",Isurus paucus,
153554,Mako sharks,"Sharks, rays, chimaeras",Isurus spp,
154610,Northern brown shrimp,"Shrimps, prawns",Penaeus aztecus,
154707,Northern kingfish,Miscellaneous coastal fishes,Menticirrhus saxatilis,
154867,Northern puffer,Miscellaneous coastal fishes,Sphoeroides maculatus,
155390,Ocean shrimp,"Shrimps, prawns",Pandalus jordani,
155510,Ocean whitefish,Miscellaneous demersal fishes,Caulolatilus princeps,
155888,Olympia oyster,Oysters,Ostreola conchaphila,
155951,Opalescent inshore squid,"Squids, cuttlefishes, octopuses",Loligo opalescens,
156140,Pacific halibut,"Flounders, halibuts, soles",Hippoglossus stenolepis,
156293,Pacific horse clams nei,"Clams, cockles, arkshells",Tresus spp,
156356,Pacific littleneck clam,"Clams, cockles, arkshells",Protothaca staminea,
156481,Pacific razor clam,"Clams, cockles, arkshells",Siliqua patula,
156544,Pacific rock crab,"Crabs, sea-spiders",Cancer productus,
156733,Pacific sand sole,"Flounders, halibuts, soles",Psettichthys melanostictus,
156859,Pacific sanddab,"Flounders, halibuts, soles",Citharichthys sordidus,
157111,Petrale sole,"Flounders, halibuts, soles",Eopsetta jordani,
157300,Pigfish,Miscellaneous coastal fishes,Orthopristis chrysoptera,
157862,Red crab,"Crabs, sea-spiders",Chaceon quinquedens,
157925,Red drum,Miscellaneous coastal fishes,Sciaenops ocellatus,
158051,Rex sole,"Flounders, halibuts, soles",Glyptocephalus zachirus,
158177,Rock sole,"Flounders, halibuts, soles",Lepidopsetta bilineata,
158618,Sand weakfish,Miscellaneous coastal fishes,Cynoscion arenarius,
158681,Sandbar shark,"Sharks, rays, chimaeras",Carcharhinus plumbeus,
158867,Scamp,Miscellaneous coastal fishes,Mycteroperca phenax,
159038,Sculpins nei,Miscellaneous coastal fishes,Cottidae,
160113,Sheepshead,Miscellaneous coastal fishes,Archosargus probatocephalus,
161053,Spot croaker,Miscellaneous coastal fishes,Leiostomus xanthurus,
161179,Spotted weakfish,Miscellaneous coastal fishes,Cynoscion nebulosus,
161305,Squeteague(=Gray weakfish),Miscellaneous coastal fishes,Cynoscion regalis,
161756,Tautog,Miscellaneous coastal fishes,Tautoga onitis,
162759,Warsaw grouper,Miscellaneous coastal fishes,Epinephelus nigritus,
162822,Weathervane scallop,"Scallops, pectens",Patinopecten caurinus,
162948,White croaker,Miscellaneous coastal fishes,Genyonemus lineatus,
163011,White sturgeon,"Sturgeons, paddlefishes",Acipenser transmontanus,
163074,White weakfish,Miscellaneous coastal fishes,Atractoscion nobilis,
163137,Widow rockfish,Miscellaneous demersal fishes,Sebastes entomelas,
163430,Angulate volute,"Abalones, winkles, conchs",Zidona dufresnei,
163553,Argentine angelshark,"Sharks, rays, chimaeras",Squatina argentina,
163805,Argentine seabass,Miscellaneous coastal fishes,Acanthistius brasilianus,
164244,Castaneta,Miscellaneous demersal fishes,Cheilodactylus bergi,
165083,Narrownose smooth-hound,"Sharks, rays, chimaeras",Mustelus schmitti,
165334,Plownose chimaera,"Sharks, rays, chimaeras",Callorhinchus callorynchus,
165648,River Plata mussel,Mussels,Mytilus platensis,
166022,South American silver porgy,Miscellaneous coastal fishes,Diplodus argenteus,
166148,Southern king crab,"King crabs, squat-lobsters",Lithodes santolla,
166192,Southwest Atlantic red crab,"Crabs, sea-spiders",Chaceon notialis,
166255,Striped weakfish,Miscellaneous coastal fishes,Cynoscion striatus,
166923,Ark clams nei,"Clams, cockles, arkshells",Arca spp,
167299,Common snook,Miscellaneous coastal fishes,Centropomus undecimalis,
167862,Lebranche mullet,Miscellaneous coastal fishes,Mugil liza,
167925,Mangrove cupped oyster,Oysters,Crassostrea rhizophorae,
168656,South American rock mussel,Mussels,Perna perna,
168719,Venus clams nei,"Clams, cockles, arkshells",Veneridae,
169538,"Cardinalfishes, etc. nei",Miscellaneous coastal fishes,Apogonidae,
170374,Scalloped spiny lobster,"Lobsters, spiny-rock lobsters",Panulirus homarus,
172761,Black cusk-eel,Miscellaneous demersal fishes,Genypterus maculatus,
172950,Carrot squat lobster,"King crabs, squat-lobsters",Pleuroncodes monodon,
173013,Chilean flat oyster,Oysters,Ostrea chilensis,
173139,Chilean mussel,Mussels,Mytilus chilensis,
173202,Chilean sea urchin,Sea-urchins and other echinoderms,Loxechinus albus,
173265,Chilean semele,"Clams, cockles, arkshells",Semele solida,
173511,Choro mussel,Mussels,Choromytilus chorus,
174015,"Filefishes, leatherjackets nei",Miscellaneous coastal fishes,Monacanthidae,
174204,Gay's little venus,"Clams, cockles, arkshells",Tawera gayi,
174267,Giant barnacle,Miscellaneous marine crustaceans,Austromegabalanus psittacus,
174393,Giant stone crab,"Crabs, sea-spiders",Homalaspis plana,
174519,Hapuku wreckfish,Miscellaneous demersal fishes,Polyprion oxygeneios,
174580,Juan Fernandez rock lobster,"Lobsters, spiny-rock lobsters",Jasus frontalis,
175118,Mola rock crab,"Crabs, sea-spiders",Cancer edwardsii,
175181,Mote sculpin,Miscellaneous coastal fishes,Normanichthys crockeri,
175492,Pacific sandperch,Miscellaneous coastal fishes,Prolatilus jugularis,
175555,Patagonian blennie,Miscellaneous coastal fishes,Eleginops maclovinus,
176169,Red cusk-eel,Miscellaneous demersal fishes,Genypterus chilensis,
176610,Snake eels nei,Miscellaneous coastal fishes,Ophichthidae,
176736,Softshell red crab,"King crabs, squat-lobsters",Paralomis granulosa,
176988,Taca clam,"Clams, cockles, arkshells",Protothaca thaca,
177051,Taquilla clams,"Clams, cockles, arkshells",Mulinia spp,
178048,Elongate ilisha,Shads,Ilisha elongata,
178867,Large yellow croaker,Miscellaneous coastal fishes,Larimichthys croceus,
179172,Mi-iuy (brown) croaker,Miscellaneous coastal fishes,Miichthys miiuy,
180065,So-iny (redlip) mullet,Miscellaneous coastal fishes,Chelon haematocheilus,
181120,Indian driftfish,Miscellaneous demersal fishes,Ariomma indica,
181183,Largeeye breams,Miscellaneous coastal fishes,Gymnocranius spp,
182506,Broomtail grouper,Miscellaneous coastal fishes,Mycteroperca xenarcha,
184367,Nassau grouper,Miscellaneous coastal fishes,Epinephelus striatus,
185558,Spotted grouper,Miscellaneous coastal fishes,Epinephelus analogus,
185993,Yellow snapper,Miscellaneous coastal fishes,Lutjanus argentiventris,
192056,Angelfishes nei,Miscellaneous coastal fishes,Pomacanthidae,
194699,Kelee shad,Shads,Hilsa kelee,
199278,Argentine goatfish,Miscellaneous coastal fishes,Mullus argentinae,
203613,Starfishes nei,Sea-urchins and other echinoderms,Asteroidea,
205271,Nurse shark,"Sharks, rays, chimaeras",Ginglymostoma cirratum,
207777,Choicy ruff,Miscellaneous demersal fishes,Seriolella porosa,
211108,Striped piggy,Miscellaneous coastal fishes,Pomadasys stridens,
211730,Pelagic red crab,"King crabs, squat-lobsters",Pleuroncodes planipes,
214759,Orfe(=Ide),"Carps, barbels and other cyprinids",Leuciscus idus,
215192,Vimba bream,"Carps, barbels and other cyprinids",Vimba vimba,
216313,Patagonian scallop,"Scallops, pectens",Zygochlamys patagonica,
216890,Golden redfish,Miscellaneous demersal fishes,Sebastes marinus,
221913,Black dogfish,"Sharks, rays, chimaeras",Centroscyllium fabricii,
222543,Blue skate,"Sharks, rays, chimaeras",Raja batis,
222858,Broadtail shortfin squid,"Squids, cuttlefishes, octopuses",Illex coindetii,
223110,Carpet shells nei,"Clams, cockles, arkshells",Ruditapes spp,
223549,Common European bittersweet,"Clams, cockles, arkshells",Glycymeris glycymeris,
224741,Common stingray,"Sharks, rays, chimaeras",Dasyatis pastinaca,
224867,Cuckoo ray,"Sharks, rays, chimaeras",Raja naevus,
226990,Goose barnacles nei,Miscellaneous marine crustaceans,Lepas spp,
228292,Longnosed skate,"Sharks, rays, chimaeras",Raja oxyrinchus,
230555,Pink spiny lobster,"Lobsters, spiny-rock lobsters",Palinurus mauritanicus,
231067,Ratfishes nei,"Sharks, rays, chimaeras",Hydrolagus spp,
232570,Senegalese sole,"Flounders, halibuts, soles",Solea senegalensis,
232759,Shagreen ray,"Sharks, rays, chimaeras",Raja fullonica,
233136,Small-eyed ray,"Sharks, rays, chimaeras",Raja microocellata,
233825,Spotted ray,"Sharks, rays, chimaeras",Raja montagui,
233951,Stingrays nei,"Sharks, rays, chimaeras",Dasyatis spp,
234004,Stony sea urchin,Sea-urchins and other echinoderms,Paracentrotus lividus,
234130,Streaked gurnard,Miscellaneous demersal fishes,Chelidonichthys lastoviza,
234949,Tuberculate abalone,"Abalones, winkles, conchs",Haliotis tuberculata,
236522,St.Paul rock lobster,"Lobsters, spiny-rock lobsters",Jasus paulensis,
240205,Australian mussel,Mussels,Mytilus planulatus,
240675,Australian salmon,Miscellaneous coastal fishes,Arripis trutta,
240864,Australian spiny lobster,"Lobsters, spiny-rock lobsters",Panulirus cygnus,
244733,Bluenose warehou,Miscellaneous demersal fishes,Hyperoglyphe antarctica,
245241,Tench,"Carps, barbels and other cyprinids",Tinca tinca,
245836,Angolan dentex,Miscellaneous coastal fishes,Dentex angolensis,
246271,Congo dentex,Miscellaneous coastal fishes,Dentex congoensis,
250872,Flatheads nei,Miscellaneous coastal fishes,Platycephalidae,
253313,Aesop shrimp,"Shrimps, prawns",Pandalus montagui,
253375,Arctic char,"Salmons, trouts, smelts",Salvelinus alpinus,
253948,Ghost shark,"Sharks, rays, chimaeras",Callorhinchus milii,
254687,Green rock lobster,"Lobsters, spiny-rock lobsters",Jasus verreauxi,
254866,Coney,Miscellaneous coastal fishes,Cephalopholis fulva,
256794,Gummy shark,"Sharks, rays, chimaeras",Mustelus antarcticus,
260670,Latchet(=Sharpbeak gurnard),Miscellaneous demersal fishes,Pterygotrigla polyommata,
262111,European edible sea urchin,Sea-urchins and other echinoderms,Echinus esculentus,
262291,Greenland shark,"Sharks, rays, chimaeras",Somniosus microcephalus,
263451,Starry ray,"Sharks, rays, chimaeras",Raja radiata,
265655,Barracudas NEI,Miscellaneous pelagic fishes,Sphyraena spp,
266676,Metanephrops lobsters nei,"Lobsters, spiny-rock lobsters",Metanephrops spp,
267079,Mirror dory,Miscellaneous demersal fishes,Zenopsis nebulosus,
267646,Various squids NEI,"Squids, cuttlefishes, octopuses","Loliginidae, Ommastrephidae",
267911,Morwongs,Miscellaneous demersal fishes,Nemadactylus spp,
268289,Chocolate hind,Miscellaneous coastal fishes,Cephalopholis boenak,
270242,Hard clams nei,"Clams, cockles, arkshells",Meretrix spp,
272981,Toli shad,Shads,Tenualosa toli,
273359,Parore,Miscellaneous coastal fishes,Girella tricuspidata,
273422,Bartail flathead,Miscellaneous coastal fishes,Platycephalus indicus,
273485,Bigeye croaker,Miscellaneous coastal fishes,Pennahia anea,
273863,Giant guitarfish,"Sharks, rays, chimaeras",Rhynchobatus djiddensis,
273989,Gulf parrotfish,Miscellaneous coastal fishes,Scarus persicus,
274241,Japanese threadfin bream,Miscellaneous coastal fishes,Nemipterus japonicus,
274304,Javelin grunter,Miscellaneous coastal fishes,Pomadasys kaakan,
274367,John's snapper,Miscellaneous coastal fishes,Lutjanus johnii,
274430,Klunzinger's mullet,Miscellaneous coastal fishes,Liza klunzingeri,
275107,Skinnycheek lanternfish,Miscellaneous demersal fishes,Benthosema pterotum,
