"","IdOrig","MeanCatch","TotalCatch","TooFewCatchYears","PercentMissingTooHigh","NoCatch","SpeciesCatName","NoRamOrSofiaBiomass","NoSpeciesCategory","WrongSpeciesCategory","DropFishery"
"3099","2267-FAO-34-37",1240.66666666667,7444,TRUE,FALSE,FALSE,"Miscellaneous pelagic fishes",FALSE,FALSE,FALSE,1
"3100","2268-FAO-34-35",2670,8010,TRUE,FALSE,FALSE,"Herrings, sardines, anchovies",FALSE,FALSE,FALSE,1
"3101","2269-FAO-34-35",2090.4,10452,TRUE,FALSE,FALSE,"Herrings, sardines, anchovies",FALSE,FALSE,FALSE,1
"3102","2270-FAO-34-37",5033.6,25168,TRUE,FALSE,FALSE,"Miscellaneous pelagic fishes",FALSE,FALSE,FALSE,1
"3103","2271-FAO-34-33",270.5,541,TRUE,FALSE,FALSE,"Miscellaneous coastal fishes",FALSE,FALSE,FALSE,1
"3104","2272-FAO-34-31",94,94,TRUE,FALSE,FALSE,"Flounders, halibuts, soles",FALSE,FALSE,FALSE,1
"3105","2274-FAO-34-32",14,56,TRUE,FALSE,FALSE,"Cods, hakes, haddocks",FALSE,FALSE,FALSE,1
"3106","2277-FAO-34-37",6057.6,30288,TRUE,FALSE,FALSE,"Miscellaneous pelagic fishes",FALSE,FALSE,FALSE,1
"3107","2279-FAO-34-33",52.6,263,TRUE,FALSE,FALSE,"Miscellaneous coastal fishes",FALSE,FALSE,FALSE,1
"3108","228-FAO-34-38",145,145,TRUE,FALSE,FALSE,"Sharks, rays, chimaeras",FALSE,FALSE,FALSE,1
"3109","2280-FAO-34-34",80,400,TRUE,FALSE,FALSE,"Miscellaneous demersal fishes",FALSE,FALSE,FALSE,1
"3110","2282-FAO-34-39",575.833333333333,3455,TRUE,FALSE,FALSE,"Marine fishes not identified",FALSE,FALSE,FALSE,1
"3111","2284-FAO-51-58",NA,0,TRUE,TRUE,TRUE,"Miscellaneous marine molluscs",FALSE,FALSE,FALSE,1
"3112","2285-FAO-34-45",719.5,1439,TRUE,FALSE,FALSE,"Shrimps, prawns",FALSE,FALSE,FALSE,1
"3113","2286-FAO-34-33",10.6666666666667,32,TRUE,FALSE,FALSE,"Miscellaneous coastal fishes",FALSE,FALSE,FALSE,1
"3114","2287-FAO-34-35",5880.66666666667,35284,TRUE,FALSE,FALSE,"Herrings, sardines, anchovies",FALSE,FALSE,FALSE,1
"3115","2289-FAO-34-33",88.2,441,TRUE,FALSE,FALSE,"Miscellaneous coastal fishes",FALSE,FALSE,FALSE,1
"3116","2290-FAO-51-36",2,4,TRUE,FALSE,FALSE,"Tunas, bonitos, billfishes",FALSE,FALSE,FALSE,1
"3117","2293-FAO-34-33",56.2,281,TRUE,FALSE,FALSE,"Miscellaneous coastal fishes",FALSE,FALSE,FALSE,1
"3118","2295-FAO-34-33",34.75,139,TRUE,FALSE,FALSE,"Miscellaneous coastal fishes",FALSE,FALSE,FALSE,1
"3119","2297-FAO-34-36",379.666666666667,2278,TRUE,FALSE,FALSE,"Tunas, bonitos, billfishes",FALSE,FALSE,FALSE,1
"3120","2298-FAO-51-36",142,284,TRUE,FALSE,FALSE,"Tunas, bonitos, billfishes",FALSE,FALSE,FALSE,1
"3121","2299-FAO-34-33",271,813,TRUE,FALSE,FALSE,"Miscellaneous coastal fishes",FALSE,FALSE,FALSE,1
"3122","23-FAO-37-43",3.33333333333333,10,TRUE,FALSE,FALSE,"Lobsters, spiny-rock lobsters",FALSE,FALSE,FALSE,1
"3123","231-FAO-34-31",97,97,TRUE,FALSE,FALSE,"Flounders, halibuts, soles",FALSE,FALSE,FALSE,1
"3124","2310-FAO-47-33",5,5,TRUE,FALSE,FALSE,"Miscellaneous coastal fishes",FALSE,FALSE,FALSE,1
"3125","2340-FAO-34-45",814,814,TRUE,FALSE,FALSE,"Shrimps, prawns",FALSE,FALSE,FALSE,1
"3126","2353-FAO-47-39",2663.5,5327,TRUE,FALSE,FALSE,"Marine fishes not identified",FALSE,FALSE,FALSE,1
"3127","236-FAO-34-33",109,109,TRUE,FALSE,FALSE,"Miscellaneous coastal fishes",FALSE,FALSE,FALSE,1
"3128","2363-FAO-34-34",8.66666666666667,26,TRUE,FALSE,FALSE,"Miscellaneous demersal fishes",FALSE,FALSE,FALSE,1
"3129","2376-FAO-87-36",20,20,TRUE,FALSE,FALSE,"Tunas, bonitos, billfishes",FALSE,FALSE,FALSE,1
"3130","2378-FAO-71-36",107.833333333333,647,TRUE,FALSE,FALSE,"Tunas, bonitos, billfishes",FALSE,FALSE,FALSE,1
"3131","2379-FAO-57-34",2,2,TRUE,FALSE,FALSE,"Miscellaneous demersal fishes",FALSE,FALSE,FALSE,1
"3132","238-FAO-34-43",4,4,TRUE,FALSE,FALSE,"Lobsters, spiny-rock lobsters",FALSE,FALSE,FALSE,1
"3133","2380-FAO-51-34",4023,4023,TRUE,FALSE,FALSE,"Miscellaneous demersal fishes",FALSE,FALSE,FALSE,1
"3134","2382-FAO-81-36",1,4,TRUE,FALSE,FALSE,"Tunas, bonitos, billfishes",FALSE,FALSE,FALSE,1
"3135","2383-FAO-71-36",17.3333333333333,104,TRUE,FALSE,FALSE,"Tunas, bonitos, billfishes",FALSE,FALSE,FALSE,1
"3136","2385-FAO-71-36",3.75,15,TRUE,FALSE,FALSE,"Tunas, bonitos, billfishes",FALSE,FALSE,FALSE,1
"3137","2386-FAO-51-34",64,64,TRUE,FALSE,FALSE,"Miscellaneous demersal fishes",FALSE,FALSE,FALSE,1
"3138","2388-FAO-81-36",1,1,TRUE,FALSE,FALSE,"Tunas, bonitos, billfishes",FALSE,FALSE,FALSE,1
"3139","2389-FAO-71-36",2.16666666666667,13,TRUE,FALSE,FALSE,"Tunas, bonitos, billfishes",FALSE,FALSE,FALSE,1
"3140","239-FAO-47-36",1422.83333333333,8537,TRUE,FALSE,FALSE,"Tunas, bonitos, billfishes",FALSE,FALSE,FALSE,1
"3141","2390-FAO-51-34",384,384,TRUE,FALSE,FALSE,"Miscellaneous demersal fishes",FALSE,FALSE,FALSE,1
"3142","2391-FAO-51-34",562,562,TRUE,FALSE,FALSE,"Miscellaneous demersal fishes",FALSE,FALSE,FALSE,1
"3143","2392-FAO-51-34",123,123,TRUE,FALSE,FALSE,"Miscellaneous demersal fishes",FALSE,FALSE,FALSE,1
"3144","2395-FAO-77-36",1.83333333333333,11,TRUE,FALSE,FALSE,"Tunas, bonitos, billfishes",FALSE,FALSE,FALSE,1
"3145","2396-FAO-71-36",1,3,TRUE,FALSE,FALSE,"Tunas, bonitos, billfishes",FALSE,FALSE,FALSE,1
"3146","2401-FAO-77-36",10,50,TRUE,FALSE,FALSE,"Tunas, bonitos, billfishes",FALSE,FALSE,FALSE,1
"3147","2404-FAO-51-34",607,607,TRUE,FALSE,FALSE,"Miscellaneous demersal fishes",FALSE,FALSE,FALSE,1
"3148","2405-FAO-51-34",13,13,TRUE,FALSE,FALSE,"Miscellaneous demersal fishes",FALSE,FALSE,FALSE,1
"3149","2406-FAO-77-36",2,8,TRUE,FALSE,FALSE,"Tunas, bonitos, billfishes",FALSE,FALSE,FALSE,1
"3150","2409-FAO-81-38",1,1,TRUE,FALSE,FALSE,"Sharks, rays, chimaeras",FALSE,FALSE,FALSE,1
"3151","2410-FAO-71-38",11,55,TRUE,FALSE,FALSE,"Sharks, rays, chimaeras",FALSE,FALSE,FALSE,1
"3152","2412-FAO-71-36",1,2,TRUE,FALSE,FALSE,"Tunas, bonitos, billfishes",FALSE,FALSE,FALSE,1
"3153","2414-FAO-81-36",34,68,TRUE,FALSE,FALSE,"Tunas, bonitos, billfishes",FALSE,FALSE,FALSE,1
"3154","2415-FAO-71-36",4.5,18,TRUE,FALSE,FALSE,"Tunas, bonitos, billfishes",FALSE,FALSE,FALSE,1
"3155","2416-FAO-51-34",23,23,TRUE,FALSE,FALSE,"Miscellaneous demersal fishes",FALSE,FALSE,FALSE,1
"3156","2417-FAO-51-34",1,1,TRUE,FALSE,FALSE,"Miscellaneous demersal fishes",FALSE,FALSE,FALSE,1
"3157","2419-FAO-51-34",72,72,TRUE,FALSE,FALSE,"Miscellaneous demersal fishes",FALSE,FALSE,FALSE,1
"3158","2421-FAO-81-36",1,1,TRUE,FALSE,FALSE,"Tunas, bonitos, billfishes",FALSE,FALSE,FALSE,1
"3159","2422-FAO-71-36",1,2,TRUE,FALSE,FALSE,"Tunas, bonitos, billfishes",FALSE,FALSE,FALSE,1
"3160","2424-FAO-81-36",5,10,TRUE,FALSE,FALSE,"Tunas, bonitos, billfishes",FALSE,FALSE,FALSE,1
"3161","2425-FAO-71-36",1.5,6,TRUE,FALSE,FALSE,"Tunas, bonitos, billfishes",FALSE,FALSE,FALSE,1
"3162","2426-FAO-51-34",210,210,TRUE,FALSE,FALSE,"Miscellaneous demersal fishes",FALSE,FALSE,FALSE,1
"3163","2428-FAO-81-36",1.5,3,TRUE,FALSE,FALSE,"Tunas, bonitos, billfishes",FALSE,FALSE,FALSE,1
"3164","2429-FAO-71-36",53.1666666666667,319,TRUE,FALSE,FALSE,"Tunas, bonitos, billfishes",FALSE,FALSE,FALSE,1
"3165","243-FAO-47-33",18.5,37,TRUE,FALSE,FALSE,"Miscellaneous coastal fishes",FALSE,FALSE,FALSE,1
"3166","2432-FAO-77-36",50,200,TRUE,FALSE,FALSE,"Tunas, bonitos, billfishes",FALSE,FALSE,FALSE,1
"3167","2433-FAO-87-36",194,970,TRUE,FALSE,FALSE,"Tunas, bonitos, billfishes",FALSE,FALSE,FALSE,1
"3168","244-FAO-47-24",11433.8333333333,68603,TRUE,FALSE,FALSE,"Shads",FALSE,FALSE,FALSE,1
"3169","2440-FAO-31-33",1.66666666666667,5,TRUE,FALSE,FALSE,"Miscellaneous coastal fishes",FALSE,FALSE,FALSE,1
"3170","2462-FAO-31-33",160,800,TRUE,FALSE,FALSE,"Miscellaneous coastal fishes",FALSE,FALSE,FALSE,1
"3171","2465-FAO-77-52",4,4,TRUE,FALSE,FALSE,"Abalones, winkles, conchs",FALSE,FALSE,FALSE,1
"3172","2475-FAO-37-36",7,21,TRUE,FALSE,FALSE,"Tunas, bonitos, billfishes",FALSE,FALSE,FALSE,1
"3173","2476-FAO-37-33",14,28,TRUE,FALSE,FALSE,"Miscellaneous coastal fishes",FALSE,FALSE,FALSE,1
"3174","2480-FAO-37-37",17.5,70,TRUE,FALSE,FALSE,"Miscellaneous pelagic fishes",FALSE,FALSE,FALSE,1
"3175","2481-FAO-37-33",1.5,3,TRUE,FALSE,FALSE,"Miscellaneous coastal fishes",FALSE,FALSE,FALSE,1
"3176","2482-FAO-37-37",7.5,15,TRUE,FALSE,FALSE,"Miscellaneous pelagic fishes",FALSE,FALSE,FALSE,1
"3177","2483-FAO-37-34",23.5,47,TRUE,FALSE,FALSE,"Miscellaneous demersal fishes",FALSE,FALSE,FALSE,1
"3178","2485-FAO-37-33",2.5,5,TRUE,FALSE,FALSE,"Miscellaneous coastal fishes",FALSE,FALSE,FALSE,1
"3179","2486-FAO-37-33",5,10,TRUE,FALSE,FALSE,"Miscellaneous coastal fishes",FALSE,FALSE,FALSE,1
"3180","2487-FAO-37-32",45.75,183,TRUE,FALSE,FALSE,"Cods, hakes, haddocks",FALSE,FALSE,FALSE,1
"3181","2489-FAO-37-33",1,1,TRUE,FALSE,FALSE,"Miscellaneous coastal fishes",FALSE,FALSE,FALSE,1
"3182","2490-FAO-37-38",12,48,TRUE,FALSE,FALSE,"Sharks, rays, chimaeras",FALSE,FALSE,FALSE,1
"3183","2492-FAO-37-37",633.25,2533,TRUE,FALSE,FALSE,"Miscellaneous pelagic fishes",FALSE,FALSE,FALSE,1
"3184","2494-FAO-37-33",1,2,TRUE,FALSE,FALSE,"Miscellaneous coastal fishes",FALSE,FALSE,FALSE,1
"3185","2497-FAO-37-37",1,2,TRUE,FALSE,FALSE,"Miscellaneous pelagic fishes",FALSE,FALSE,FALSE,1
"3186","2498-FAO-37-38",12,24,TRUE,FALSE,FALSE,"Sharks, rays, chimaeras",FALSE,FALSE,FALSE,1
"3187","2500-FAO-37-33",116.75,467,TRUE,FALSE,FALSE,"Miscellaneous coastal fishes",FALSE,FALSE,FALSE,1
"3188","2501-FAO-37-31",262,1048,TRUE,FALSE,FALSE,"Flounders, halibuts, soles",FALSE,FALSE,FALSE,1
"3189","2502-FAO-37-43",14.25,57,TRUE,FALSE,FALSE,"Lobsters, spiny-rock lobsters",FALSE,FALSE,FALSE,1
"3190","2503-FAO-37-33",15.5,31,TRUE,FALSE,FALSE,"Miscellaneous coastal fishes",FALSE,FALSE,FALSE,1
"3191","2504-FAO-37-57",11,44,TRUE,FALSE,FALSE,"Squids, cuttlefishes, octopuses",FALSE,FALSE,FALSE,1
"3192","2505-FAO-37-45",159.25,637,TRUE,FALSE,FALSE,"Shrimps, prawns",FALSE,FALSE,FALSE,1
"3193","2507-FAO-37-76",1,2,TRUE,FALSE,FALSE,"Sea-urchins and other echinoderms",FALSE,FALSE,FALSE,1
"3194","2509-FAO-37-37",1.33333333333333,4,TRUE,FALSE,FALSE,"Miscellaneous pelagic fishes",FALSE,FALSE,FALSE,1
"3195","2512-FAO-37-31",2,6,TRUE,FALSE,FALSE,"Flounders, halibuts, soles",FALSE,FALSE,FALSE,1
"3196","2517-FAO-37-35",101,404,TRUE,FALSE,FALSE,"Herrings, sardines, anchovies",FALSE,FALSE,FALSE,1
"3197","2518-FAO-37-57",129.5,259,TRUE,FALSE,FALSE,"Squids, cuttlefishes, octopuses",FALSE,FALSE,FALSE,1
"3198","252-FAO-31-42",1,4,TRUE,FALSE,FALSE,"Crabs, sea-spiders",FALSE,FALSE,FALSE,1
"3199","2520-FAO-37-32",16,16,TRUE,FALSE,FALSE,"Cods, hakes, haddocks",FALSE,FALSE,FALSE,1
"3200","2522-FAO-37-32",9.66666666666667,29,TRUE,FALSE,FALSE,"Cods, hakes, haddocks",FALSE,FALSE,FALSE,1
"3201","2525-FAO-37-55",22.5,90,TRUE,FALSE,FALSE,"Scallops, pectens",FALSE,FALSE,FALSE,1
"3202","2527-FAO-37-33",2.25,9,TRUE,FALSE,FALSE,"Miscellaneous coastal fishes",FALSE,FALSE,FALSE,1
"3203","2528-FAO-37-56",1.5,6,TRUE,FALSE,FALSE,"Clams, cockles, arkshells",FALSE,FALSE,FALSE,1
"3204","2529-FAO-37-33",1,3,TRUE,FALSE,FALSE,"Miscellaneous coastal fishes",FALSE,FALSE,FALSE,1
"3205","2530-FAO-37-34",51.5,206,TRUE,FALSE,FALSE,"Miscellaneous demersal fishes",FALSE,FALSE,FALSE,1
"3206","2531-FAO-37-57",529.25,2117,TRUE,FALSE,FALSE,"Squids, cuttlefishes, octopuses",FALSE,FALSE,FALSE,1
"3207","2533-FAO-37-34",33,132,TRUE,FALSE,FALSE,"Miscellaneous demersal fishes",FALSE,FALSE,FALSE,1
"3208","2534-FAO-37-37",1.25,5,TRUE,FALSE,FALSE,"Miscellaneous pelagic fishes",FALSE,FALSE,FALSE,1
"3209","2536-FAO-37-47",14.5,29,TRUE,FALSE,FALSE,"Miscellaneous marine crustaceans",FALSE,FALSE,FALSE,1
"3210","2538-FAO-37-77",5,10,TRUE,FALSE,FALSE,"Miscellaneous aquatic invertebrates",FALSE,FALSE,FALSE,1
"3211","2539-FAO-37-33",1,1,TRUE,FALSE,FALSE,"Miscellaneous coastal fishes",FALSE,FALSE,FALSE,1
"3212","2540-FAO-37-33",3.5,7,TRUE,FALSE,FALSE,"Miscellaneous coastal fishes",FALSE,FALSE,FALSE,1
"3213","2542-FAO-37-37",9.5,19,TRUE,FALSE,FALSE,"Miscellaneous pelagic fishes",FALSE,FALSE,FALSE,1
"3214","2543-FAO-37-31",47.25,189,TRUE,FALSE,FALSE,"Flounders, halibuts, soles",FALSE,FALSE,FALSE,1
"3215","2544-FAO-37-34",102.75,411,TRUE,FALSE,FALSE,"Miscellaneous demersal fishes",FALSE,FALSE,FALSE,1
"3216","2546-FAO-37-56",13,26,TRUE,FALSE,FALSE,"Clams, cockles, arkshells",FALSE,FALSE,FALSE,1
"3217","2548-FAO-37-33",193,386,TRUE,FALSE,FALSE,"Miscellaneous coastal fishes",FALSE,FALSE,FALSE,1
"3218","2550-FAO-37-38",18,36,TRUE,FALSE,FALSE,"Sharks, rays, chimaeras",FALSE,FALSE,FALSE,1
"3219","2552-FAO-37-33",1006.25,4025,TRUE,FALSE,FALSE,"Miscellaneous coastal fishes",FALSE,FALSE,FALSE,1
"3220","2553-FAO-37-33",5,20,TRUE,FALSE,FALSE,"Miscellaneous coastal fishes",FALSE,FALSE,FALSE,1
"3221","2554-FAO-37-34",29,58,TRUE,FALSE,FALSE,"Miscellaneous demersal fishes",FALSE,FALSE,FALSE,1
"3222","2558-FAO-37-33",5,20,TRUE,FALSE,FALSE,"Miscellaneous coastal fishes",FALSE,FALSE,FALSE,1
"3223","2559-FAO-37-33",28,56,TRUE,FALSE,FALSE,"Miscellaneous coastal fishes",FALSE,FALSE,FALSE,1
"3224","2560-FAO-37-55",29,87,TRUE,FALSE,FALSE,"Scallops, pectens",FALSE,FALSE,FALSE,1
"3225","2563-FAO-37-33",6,12,TRUE,FALSE,FALSE,"Miscellaneous coastal fishes",FALSE,FALSE,FALSE,1
"3226","2564-FAO-37-34",5,5,TRUE,FALSE,FALSE,"Miscellaneous demersal fishes",FALSE,FALSE,FALSE,1
"3227","2566-FAO-37-56",1,2,TRUE,FALSE,FALSE,"Clams, cockles, arkshells",FALSE,FALSE,FALSE,1
"3228","2567-FAO-37-38",18,36,TRUE,FALSE,FALSE,"Sharks, rays, chimaeras",FALSE,FALSE,FALSE,1
"3229","2569-FAO-37-47",2,8,TRUE,FALSE,FALSE,"Miscellaneous marine crustaceans",FALSE,FALSE,FALSE,1
"3230","2570-FAO-37-34",2,4,TRUE,FALSE,FALSE,"Miscellaneous demersal fishes",FALSE,FALSE,FALSE,1
"3231","2573-FAO-37-31",18.25,73,TRUE,FALSE,FALSE,"Flounders, halibuts, soles",FALSE,FALSE,FALSE,1
"3232","2575-FAO-37-56",29,58,TRUE,FALSE,FALSE,"Clams, cockles, arkshells",FALSE,FALSE,FALSE,1
"3233","2576-FAO-37-33",3.5,14,TRUE,FALSE,FALSE,"Miscellaneous coastal fishes",FALSE,FALSE,FALSE,1
"3234","2577-FAO-37-32",81,324,TRUE,FALSE,FALSE,"Cods, hakes, haddocks",FALSE,FALSE,FALSE,1
"3235","2580-FAO-87-36",2,2,TRUE,FALSE,FALSE,"Tunas, bonitos, billfishes",FALSE,FALSE,FALSE,1
"3236","2581-FAO-21-24",23,46,TRUE,FALSE,FALSE,"Shads",FALSE,FALSE,FALSE,1
"3237","2584-FAO-21-24",3,3,TRUE,FALSE,FALSE,"Shads",FALSE,FALSE,FALSE,1
"3238","2585-FAO-47-35",1,1,TRUE,FALSE,FALSE,"Herrings, sardines, anchovies",FALSE,FALSE,FALSE,1
"3239","2586-FAO-47-33",602,602,TRUE,FALSE,FALSE,"Miscellaneous coastal fishes",FALSE,FALSE,FALSE,1
"3240","2592-FAO-47-36",62.5,250,TRUE,FALSE,FALSE,"Tunas, bonitos, billfishes",FALSE,FALSE,FALSE,1
"3241","2593-FAO-21-37",60.5,121,TRUE,FALSE,FALSE,"Miscellaneous pelagic fishes",FALSE,FALSE,FALSE,1
"3242","2604-FAO-47-32",188.5,754,TRUE,FALSE,FALSE,"Cods, hakes, haddocks",FALSE,FALSE,FALSE,1
"3243","2607-FAO-87-36",100,100,TRUE,FALSE,FALSE,"Tunas, bonitos, billfishes",FALSE,FALSE,FALSE,1
"3244","2610-FAO-34-37",4,4,TRUE,FALSE,FALSE,"Miscellaneous pelagic fishes",FALSE,FALSE,FALSE,1
"3245","2611-FAO-47-37",2,4,TRUE,FALSE,FALSE,"Miscellaneous pelagic fishes",FALSE,FALSE,FALSE,1
"3246","2619-FAO-34-33",5,5,TRUE,FALSE,FALSE,"Miscellaneous coastal fishes",FALSE,FALSE,FALSE,1
"3247","2620-FAO-31-37",8,8,TRUE,FALSE,FALSE,"Miscellaneous pelagic fishes",FALSE,FALSE,FALSE,1
"3248","2622-FAO-34-37",4937.2,24686,TRUE,FALSE,FALSE,"Miscellaneous pelagic fishes",FALSE,FALSE,FALSE,1
"3249","2624-FAO-87-37",2070.5,8282,TRUE,FALSE,FALSE,"Miscellaneous pelagic fishes",FALSE,FALSE,FALSE,1
"3250","2627-FAO-47-34",111,111,TRUE,FALSE,FALSE,"Miscellaneous demersal fishes",FALSE,FALSE,FALSE,1
"3251","2628-FAO-87-33",35,35,TRUE,FALSE,FALSE,"Miscellaneous coastal fishes",FALSE,FALSE,FALSE,1
"3252","2631-FAO-47-34",20.3333333333333,61,TRUE,FALSE,FALSE,"Miscellaneous demersal fishes",FALSE,FALSE,FALSE,1
"3253","2632-FAO-21-38",22.3333333333333,67,TRUE,FALSE,FALSE,"Sharks, rays, chimaeras",FALSE,FALSE,FALSE,1
"3254","2633-FAO-34-35",10,10,TRUE,FALSE,FALSE,"Herrings, sardines, anchovies",FALSE,FALSE,FALSE,1
"3255","2634-FAO-34-35",290,580,TRUE,FALSE,FALSE,"Herrings, sardines, anchovies",FALSE,FALSE,FALSE,1
"3256","2635-FAO-34-31",8.5,17,TRUE,FALSE,FALSE,"Flounders, halibuts, soles",FALSE,FALSE,FALSE,1
"3257","2637-FAO-87-31",44.3333333333333,133,TRUE,FALSE,FALSE,"Flounders, halibuts, soles",FALSE,FALSE,FALSE,1
"3258","2638-FAO-34-33",12,12,TRUE,FALSE,FALSE,"Miscellaneous coastal fishes",FALSE,FALSE,FALSE,1
"3259","2639-FAO-87-37",3692,3692,TRUE,FALSE,FALSE,"Miscellaneous pelagic fishes",FALSE,FALSE,FALSE,1
"3260","2640-FAO-41-32",4,8,TRUE,FALSE,FALSE,"Cods, hakes, haddocks",FALSE,FALSE,FALSE,1
"3261","2641-FAO-87-32",2,2,TRUE,FALSE,FALSE,"Cods, hakes, haddocks",FALSE,FALSE,FALSE,1
"3262","2643-FAO-21-31",1,1,TRUE,FALSE,FALSE,"Flounders, halibuts, soles",FALSE,FALSE,FALSE,1
"3263","2645-FAO-47-33",3,3,TRUE,FALSE,FALSE,"Miscellaneous coastal fishes",FALSE,FALSE,FALSE,1
"3264","2647-FAO-34-33",NA,0,TRUE,TRUE,TRUE,"Miscellaneous coastal fishes",FALSE,FALSE,FALSE,1
"3265","2648-FAO-47-33",13,13,TRUE,FALSE,FALSE,"Miscellaneous coastal fishes",FALSE,FALSE,FALSE,1
"3266","2651-FAO-47-34",10,10,TRUE,FALSE,FALSE,"Miscellaneous demersal fishes",FALSE,FALSE,FALSE,1
"3267","2652-FAO-34-37",6025.5,12051,TRUE,FALSE,FALSE,"Miscellaneous pelagic fishes",FALSE,FALSE,FALSE,1
"3268","2653-FAO-34-37",2852.83333333333,17117,TRUE,FALSE,FALSE,"Miscellaneous pelagic fishes",FALSE,FALSE,FALSE,1
"3269","2655-FAO-47-34",467.5,935,TRUE,FALSE,FALSE,"Miscellaneous demersal fishes",FALSE,FALSE,FALSE,1
"3270","2658-FAO-34-34",38,76,TRUE,FALSE,FALSE,"Miscellaneous demersal fishes",FALSE,FALSE,FALSE,1
"3271","2659-FAO-47-34",68.2,341,TRUE,FALSE,FALSE,"Miscellaneous demersal fishes",FALSE,FALSE,FALSE,1
"3272","266-FAO-31-43",1,3,TRUE,FALSE,FALSE,"Lobsters, spiny-rock lobsters",FALSE,FALSE,FALSE,1
"3273","2660-FAO-34-36",113.833333333333,683,TRUE,FALSE,FALSE,"Tunas, bonitos, billfishes",FALSE,FALSE,FALSE,1
"3274","2662-FAO-21-57",63.4,317,TRUE,FALSE,FALSE,"Squids, cuttlefishes, octopuses",FALSE,FALSE,FALSE,1
"3275","2663-FAO-34-37",360.5,721,TRUE,FALSE,FALSE,"Miscellaneous pelagic fishes",FALSE,FALSE,FALSE,1
"3276","2667-FAO-47-47",830,830,TRUE,FALSE,FALSE,"Miscellaneous marine crustaceans",FALSE,FALSE,FALSE,1
"3277","2670-FAO-47-39",448.333333333333,1345,TRUE,FALSE,FALSE,"Marine fishes not identified",FALSE,FALSE,FALSE,1
"3278","2671-FAO-41-39",328,1312,TRUE,FALSE,FALSE,"Marine fishes not identified",FALSE,FALSE,FALSE,1
"3279","2677-FAO-47-45",621.666666666667,1865,TRUE,FALSE,FALSE,"Shrimps, prawns",FALSE,FALSE,FALSE,1
"3280","2679-FAO-21-45",83,166,TRUE,FALSE,FALSE,"Shrimps, prawns",FALSE,FALSE,FALSE,1
"3281","2683-FAO-87-37",849,2547,TRUE,FALSE,FALSE,"Miscellaneous pelagic fishes",FALSE,FALSE,FALSE,1
"3282","2685-FAO-87-33",6,6,TRUE,FALSE,FALSE,"Miscellaneous coastal fishes",FALSE,FALSE,FALSE,1
"3283","2686-FAO-21-38",8.5,17,TRUE,FALSE,FALSE,"Sharks, rays, chimaeras",FALSE,FALSE,FALSE,1
"3284","2688-FAO-34-33",206.5,413,TRUE,FALSE,FALSE,"Miscellaneous coastal fishes",FALSE,FALSE,FALSE,1
"3285","2689-FAO-47-33",27,27,TRUE,FALSE,FALSE,"Miscellaneous coastal fishes",FALSE,FALSE,FALSE,1
"3286","2691-FAO-87-33",624,1872,TRUE,FALSE,FALSE,"Miscellaneous coastal fishes",FALSE,FALSE,FALSE,1
"3287","2692-FAO-21-38",14.2,71,TRUE,FALSE,FALSE,"Sharks, rays, chimaeras",FALSE,FALSE,FALSE,1
"3288","2696-FAO-41-37",47,47,TRUE,FALSE,FALSE,"Miscellaneous pelagic fishes",FALSE,FALSE,FALSE,1
"3289","27-FAO-37-31",9.25,37,TRUE,FALSE,FALSE,"Flounders, halibuts, soles",FALSE,FALSE,FALSE,1
"3290","2701-FAO-41-34",7,7,TRUE,FALSE,FALSE,"Miscellaneous demersal fishes",FALSE,FALSE,FALSE,1
"3291","2703-FAO-34-32",726,2904,TRUE,FALSE,FALSE,"Cods, hakes, haddocks",FALSE,FALSE,FALSE,1
"3292","2705-FAO-41-38",67.6666666666667,203,TRUE,FALSE,FALSE,"Sharks, rays, chimaeras",FALSE,FALSE,FALSE,1
"3293","2707-FAO-87-38",128,640,TRUE,FALSE,FALSE,"Sharks, rays, chimaeras",FALSE,FALSE,FALSE,1
"3294","2708-FAO-34-33",1,1,TRUE,FALSE,FALSE,"Miscellaneous coastal fishes",FALSE,FALSE,FALSE,1
"3295","2712-FAO-87-36",41.2,206,TRUE,FALSE,FALSE,"Tunas, bonitos, billfishes",FALSE,FALSE,FALSE,1
"3296","2713-FAO-47-34",66.6,333,TRUE,FALSE,FALSE,"Miscellaneous demersal fishes",FALSE,FALSE,FALSE,1
"3297","2714-FAO-34-33",48,48,TRUE,FALSE,FALSE,"Miscellaneous coastal fishes",FALSE,FALSE,FALSE,1
"3298","2715-FAO-47-33",9,9,TRUE,FALSE,FALSE,"Miscellaneous coastal fishes",FALSE,FALSE,FALSE,1
"3299","2716-FAO-41-33",4,4,TRUE,FALSE,FALSE,"Miscellaneous coastal fishes",FALSE,FALSE,FALSE,1
"3300","272-FAO-48-34",NA,0,TRUE,TRUE,TRUE,"Miscellaneous demersal fishes",FALSE,FALSE,FALSE,1
"3301","2721-FAO-47-33",2,2,TRUE,FALSE,FALSE,"Miscellaneous coastal fishes",FALSE,FALSE,FALSE,1
"3302","2724-FAO-21-31",2,4,TRUE,FALSE,FALSE,"Flounders, halibuts, soles",FALSE,FALSE,FALSE,1
"3303","273-FAO-41-37",3,3,TRUE,FALSE,FALSE,"Miscellaneous pelagic fishes",FALSE,FALSE,FALSE,1
"3304","2730-FAO-31-57",167.833333333333,1007,TRUE,FALSE,FALSE,"Squids, cuttlefishes, octopuses",FALSE,FALSE,FALSE,1
